approximator,budget,error,seed
montecarlo,32.0,11655.560876285463,27
montecarlo,64.0,5880.8571837662585,27
montecarlo,128.0,3621.6751322277714,27
montecarlo,256.0,2271.3029152759,27
montecarlo,512.0,1018.1591758184303,27
svarm,32.0,3132.9836215637833,27
svarm,64.0,4491.231740486443,27
svarm,128.0,4185.888856741921,27
svarm,256.0,1879.4227207843996,27
svarm,512.0,511.99988733034684,27
permutation,32.0,929.634568363554,27
permutation,64.0,1155.8637675957627,27
permutation,128.0,1146.0014511380066,27
permutation,256.0,1179.7789597230533,27
permutation,512.0,1208.4921893880833,27
regression,32.0,17474.063790829317,27
regression,64.0,863.0464801492988,27
regression,128.0,236.7960716098486,27
regression,256.0,139.31542105553964,27
regression,512.0,101.27610149442293,27
