approximator,budget,error,seed
montecarlo,512.0,92.70340553834788,27
montecarlo,1024.0,54.56743374348292,27
montecarlo,2048.0,35.607898980970305,27
montecarlo,4096.0,23.13752300144147,27
montecarlo,8192.0,13.083153204276265,27
svarm,512.0,112.98490527457102,27
svarm,1024.0,40.08242867657517,27
svarm,2048.0,21.53475165611245,27
svarm,4096.0,13.967351802354202,27
svarm,8192.0,8.230347829415239,27
permutation,512.0,4.916599313816618,27
permutation,1024.0,3.0221372131563067,27
permutation,2048.0,1.6257117191945443,27
permutation,4096.0,0.8997955746486387,27
permutation,8192.0,0.5789314104010532,27
regression,512.0,3.0509099111367584,27
regression,1024.0,1.5304616617928286,27
regression,2048.0,0.9035071454649575,27
regression,4096.0,0.5544497063022087,27
regression,8192.0,0.32100046925100817,27
