approximator,budget,error,seed
montecarlo,512.0,52.35560493916208,29
montecarlo,1024.0,30.231389564802576,29
montecarlo,2048.0,19.268608220106024,29
montecarlo,4096.0,12.704400319512342,29
montecarlo,8192.0,6.984493231987578,29
svarm,512.0,66.47965431746985,29
svarm,1024.0,18.616915302646564,29
svarm,2048.0,9.450230546046386,29
svarm,4096.0,6.025621086542094,29
svarm,8192.0,3.598569731608493,29
permutation,512.0,1.1015027785064864,29
permutation,1024.0,0.6239612070546451,29
permutation,2048.0,0.3170673202599209,29
permutation,4096.0,0.18401645235975503,29
permutation,8192.0,0.1245939160710286,29
regression,512.0,0.8566861649626053,29
regression,1024.0,0.4300123644362109,29
regression,2048.0,0.21561540868125115,29
regression,4096.0,0.13218887277671235,29
regression,8192.0,0.06915847744868313,29
