approximator,budget,error,seed
montecarlo,512.0,53.169289417561075,6
montecarlo,1024.0,29.91224811724294,6
montecarlo,2048.0,19.089821486340266,6
montecarlo,4096.0,12.607446566771483,6
montecarlo,8192.0,7.022059828757516,6
svarm,512.0,66.6888822455342,6
svarm,1024.0,18.790446261892914,6
svarm,2048.0,9.337859786045916,6
svarm,4096.0,5.949382651473517,6
svarm,8192.0,3.5049291114195107,6
permutation,512.0,1.088788417977462,6
permutation,1024.0,0.6438515856322593,6
permutation,2048.0,0.2886009523183591,6
permutation,4096.0,0.150567044504247,6
permutation,8192.0,0.1257548668066926,6
regression,512.0,0.8132142094812976,6
regression,1024.0,0.41537166546215265,6
regression,2048.0,0.21774728674840974,6
regression,4096.0,0.13238092381972424,6
regression,8192.0,0.07079998856821111,6
