approximator,budget,error,seed
montecarlo,512.0,53.6532653190427,21
montecarlo,1024.0,30.101520512062486,21
montecarlo,2048.0,19.25785347009156,21
montecarlo,4096.0,12.549055340903045,21
montecarlo,8192.0,7.109932466860025,21
svarm,512.0,67.65568367012746,21
svarm,1024.0,18.72125475655473,21
svarm,2048.0,9.372081957538935,21
svarm,4096.0,5.859638893424085,21
svarm,8192.0,3.5567702116685695,21
permutation,512.0,1.036481229372665,21
permutation,1024.0,0.6072857340405535,21
permutation,2048.0,0.3230505590769601,21
permutation,4096.0,0.18088021328627926,21
permutation,8192.0,0.09845499703784175,21
regression,512.0,0.8403966341567712,21
regression,1024.0,0.41353996045917785,21
regression,2048.0,0.2108543538246652,21
regression,4096.0,0.1334090380186415,21
regression,8192.0,0.07261199000082348,21
