approximator,budget,error,seed
montecarlo,32.0,12465.397066163225,29
montecarlo,64.0,6338.951457105033,29
montecarlo,128.0,3890.069015755633,29
montecarlo,256.0,2451.859397574646,29
montecarlo,512.0,1099.3777791896377,29
svarm,32.0,3420.596029096609,29
svarm,64.0,4850.3779351124285,29
svarm,128.0,4481.88382913917,29
svarm,256.0,2022.8954824130374,29
svarm,512.0,568.3210537917943,29
permutation,32.0,1000.9188976005105,29
permutation,64.0,1224.0823122608128,29
permutation,128.0,1232.0434950380484,29
permutation,256.0,1251.2109126607252,29
permutation,512.0,1269.4336216284062,29
regression,32.0,38764.44040072054,29
regression,64.0,966.1806141453405,29
regression,128.0,242.42640890149582,29
regression,256.0,147.23681538306417,29
regression,512.0,107.89301026882951,29
