approximator,budget,error,seed
montecarlo,512.0,245.01496707254975,12
montecarlo,1024.0,139.43457996363153,12
montecarlo,2048.0,89.9395191778826,12
montecarlo,4096.0,59.092098578377616,12
montecarlo,8192.0,32.92293728868648,12
svarm,512.0,316.3140717581037,12
svarm,1024.0,81.55679790484348,12
svarm,2048.0,38.89239902052321,12
svarm,4096.0,25.057077438737355,12
svarm,8192.0,14.764345826342389,12
permutation,512.0,2.3459303506353937,12
permutation,1024.0,1.264482145236586,12
permutation,2048.0,0.4839888643988751,12
permutation,4096.0,0.2673648987980564,12
permutation,8192.0,0.17368215979202065,12
regression,512.0,2.218226826139815,12
regression,1024.0,1.103172410643757,12
regression,2048.0,0.4913876358512616,12
regression,4096.0,0.27535829122412986,12
regression,8192.0,0.1409777175233679,12
