approximator,budget,error,seed
montecarlo,512.0,53.06755483473431,12
montecarlo,1024.0,30.53208089382304,12
montecarlo,2048.0,19.435179792851937,12
montecarlo,4096.0,12.752605913418815,12
montecarlo,8192.0,7.015434847615809,12
svarm,512.0,67.37949779504815,12
svarm,1024.0,18.590078871008117,12
svarm,2048.0,9.2916997576547,12
svarm,4096.0,5.974565494704563,12
svarm,8192.0,3.567650837774122,12
permutation,512.0,1.1037948807626483,12
permutation,1024.0,0.6593214462666632,12
permutation,2048.0,0.3043272720042122,12
permutation,4096.0,0.16781633104471963,12
permutation,8192.0,0.10503008121469204,12
regression,512.0,0.91680530098527,12
regression,1024.0,0.40153567987220323,12
regression,2048.0,0.21424913487027253,12
regression,4096.0,0.13009390104745716,12
regression,8192.0,0.07352595798040583,12
