approximator,budget,error,seed
montecarlo,512.0,52.32696670563348,7
montecarlo,1024.0,29.832823608994786,7
montecarlo,2048.0,18.949342252367185,7
montecarlo,4096.0,12.645897341261492,7
montecarlo,8192.0,7.122117917382077,7
svarm,512.0,67.44252887479959,7
svarm,1024.0,18.463272641181376,7
svarm,2048.0,9.263014891976391,7
svarm,4096.0,6.036982632560203,7
svarm,8192.0,3.521313341821177,7
permutation,512.0,1.0334581971790442,7
permutation,1024.0,0.7235437974743892,7
permutation,2048.0,0.3731793005079355,7
permutation,4096.0,0.15410476539067916,7
permutation,8192.0,0.10973034501607275,7
regression,512.0,0.8876652548147848,7
regression,1024.0,0.4223701927148618,7
regression,2048.0,0.2237813993457174,7
regression,4096.0,0.13299615493307168,7
regression,8192.0,0.07470682962389778,7
