approximator,budget,error,seed
montecarlo,512.0,52.302072886128045,5
montecarlo,1024.0,30.041811249983084,5
montecarlo,2048.0,19.191626213570444,5
montecarlo,4096.0,12.44703410292154,5
montecarlo,8192.0,7.0837089515502205,5
svarm,512.0,67.71446201216642,5
svarm,1024.0,19.13830923510386,5
svarm,2048.0,9.32336979347491,5
svarm,4096.0,6.041301344080262,5
svarm,8192.0,3.6143520308213235,5
permutation,512.0,1.1411042039765917,5
permutation,1024.0,0.5907457698977862,5
permutation,2048.0,0.3034253525971128,5
permutation,4096.0,0.1638486725616211,5
permutation,8192.0,0.11685506346880493,5
regression,512.0,0.8725854516203368,5
regression,1024.0,0.434305690113976,5
regression,2048.0,0.2149157885400578,5
regression,4096.0,0.13509290481859054,5
regression,8192.0,0.0734769742860903,5
