approximator,budget,error,seed
montecarlo,512.0,93.77754008278056,5
montecarlo,1024.0,54.27533049006325,5
montecarlo,2048.0,35.058902708435134,5
montecarlo,4096.0,23.090240491983245,5
montecarlo,8192.0,13.157597886293752,5
svarm,512.0,112.93373967644128,5
svarm,1024.0,39.18319511507973,5
svarm,2048.0,21.562566551939025,5
svarm,4096.0,13.710718414939219,5
svarm,8192.0,8.299390139196568,5
permutation,512.0,4.960795167761136,5
permutation,1024.0,2.960298964970627,5
permutation,2048.0,1.57498802141001,5
permutation,4096.0,0.8635262176792674,5
permutation,8192.0,0.5754090340637693,5
regression,512.0,3.1047803505414397,5
regression,1024.0,1.5573154749213491,5
regression,2048.0,0.9045444260349382,5
regression,4096.0,0.5533247254105629,5
regression,8192.0,0.3206176552159781,5
