approximator,budget,error,seed
montecarlo,32.0,10998.497371122878,3
montecarlo,64.0,5563.0176979023145,3
montecarlo,128.0,3433.958158098021,3
montecarlo,256.0,2149.71328387327,3
montecarlo,512.0,962.7829889061676,3
svarm,32.0,2959.982445595241,3
svarm,64.0,4236.856964857641,3
svarm,128.0,3953.2196433455974,3
svarm,256.0,1766.0799688707057,3
svarm,512.0,474.29370656438385,3
permutation,32.0,890.8295412474101,3
permutation,64.0,1105.822562865719,3
permutation,128.0,1113.5788489555966,3
permutation,256.0,1130.1199422791406,3
permutation,512.0,1147.890177134664,3
regression,32.0,15278.078738021277,3
regression,64.0,361004.9648532668,3
regression,128.0,225.12713060115286,3
regression,256.0,130.35260873350828,3
regression,512.0,96.877139466431,3
