approximator,budget,error,seed
montecarlo,512.0,93.44548824101372,3
montecarlo,1024.0,55.41038819054787,3
montecarlo,2048.0,35.26997909418678,3
montecarlo,4096.0,22.896431925464412,3
montecarlo,8192.0,13.024540444906748,3
svarm,512.0,111.48145817501853,3
svarm,1024.0,39.309690175163645,3
svarm,2048.0,21.473201993840505,3
svarm,4096.0,13.816972914899889,3
svarm,8192.0,8.15452812270186,3
permutation,512.0,4.862082299407371,3
permutation,1024.0,3.0664171639908044,3
permutation,2048.0,1.586011973608434,3
permutation,4096.0,0.8607231961966034,3
permutation,8192.0,0.5875281540436004,3
regression,512.0,3.088956442188984,3
regression,1024.0,1.5795059314013353,3
regression,2048.0,0.8957137509693411,3
regression,4096.0,0.5538070943482984,3
regression,8192.0,0.3236531135799995,3
