approximator,budget,error,seed
montecarlo,512.0,247.51915521213564,5
montecarlo,1024.0,140.51578808463478,5
montecarlo,2048.0,89.6178235220451,5
montecarlo,4096.0,58.896929025454654,5
montecarlo,8192.0,32.560597850626465,5
svarm,512.0,319.52022872576134,5
svarm,1024.0,80.91509471965803,5
svarm,2048.0,38.89981526922628,5
svarm,4096.0,24.880796667385976,5
svarm,8192.0,14.815766734606603,5
permutation,512.0,2.487126197648715,5
permutation,1024.0,1.33727831900609,5
permutation,2048.0,0.4793788685148515,5
permutation,4096.0,0.27186829286953923,5
permutation,8192.0,0.1855401628092883,5
regression,512.0,2.258542533421107,5
regression,1024.0,1.0501197170470973,5
regression,2048.0,0.5097925616132021,5
regression,4096.0,0.27571413064586775,5
regression,8192.0,0.1431238964834683,5
