approximator,budget,error,seed
montecarlo,512.0,93.41364868068027,8
montecarlo,1024.0,54.448443708417116,8
montecarlo,2048.0,34.93069279794452,8
montecarlo,4096.0,22.976495349827225,8
montecarlo,8192.0,13.046817643079269,8
svarm,512.0,112.20573958635691,8
svarm,1024.0,39.605538119814646,8
svarm,2048.0,21.61109594614854,8
svarm,4096.0,13.805606432585778,8
svarm,8192.0,8.219989827693855,8
permutation,512.0,4.991799830925016,8
permutation,1024.0,2.9921824835944673,8
permutation,2048.0,1.540354345154363,8
permutation,4096.0,0.903075632195774,8
permutation,8192.0,0.5891690849881789,8
regression,512.0,3.0748057227123575,8
regression,1024.0,1.5761579789171882,8
regression,2048.0,0.9210914262213263,8
regression,4096.0,0.5562006037239342,8
regression,8192.0,0.3152107578960749,8
