approximator,budget,error,seed
montecarlo,512.0,52.68706257129718,8
montecarlo,1024.0,30.006677984272265,8
montecarlo,2048.0,19.66582137000083,8
montecarlo,4096.0,12.571042269480376,8
montecarlo,8192.0,7.0852416675720145,8
svarm,512.0,67.41576738036291,8
svarm,1024.0,18.88550493786059,8
svarm,2048.0,9.461699059049533,8
svarm,4096.0,6.011627315108435,8
svarm,8192.0,3.5469755774388068,8
permutation,512.0,1.035505240957511,8
permutation,1024.0,0.646756407383809,8
permutation,2048.0,0.3003682255041483,8
permutation,4096.0,0.15662048656164448,8
permutation,8192.0,0.11575329786795543,8
regression,512.0,0.8533168066688741,8
regression,1024.0,0.44898816051021384,8
regression,2048.0,0.22265663103287434,8
regression,4096.0,0.1353532572933216,8
regression,8192.0,0.07289907990803605,8
