approximator,budget,error,seed
montecarlo,512.0,245.45566395797198,8
montecarlo,1024.0,141.0514835638821,8
montecarlo,2048.0,89.52580054214216,8
montecarlo,4096.0,58.94619909180044,8
montecarlo,8192.0,32.95024407428628,8
svarm,512.0,317.66435936403457,8
svarm,1024.0,83.27073224009618,8
svarm,2048.0,39.41482914401032,8
svarm,4096.0,24.88158309754742,8
svarm,8192.0,14.739702990609226,8
permutation,512.0,2.348908125751283,8
permutation,1024.0,1.4951450578035628,8
permutation,2048.0,0.47458477163879814,8
permutation,4096.0,0.2854430053860157,8
permutation,8192.0,0.16501104469101432,8
regression,512.0,2.1801247794135823,8
regression,1024.0,1.0867241111146138,8
regression,2048.0,0.4989235165205795,8
regression,4096.0,0.28890922772635097,8
regression,8192.0,0.14646408701666014,8
