approximator,budget,error,seed
montecarlo,512.0,52.942427326418574,15
montecarlo,1024.0,29.758578183912245,15
montecarlo,2048.0,19.21503314149403,15
montecarlo,4096.0,12.671426891645895,15
montecarlo,8192.0,7.002520367258393,15
svarm,512.0,66.21268213348685,15
svarm,1024.0,18.96659465536001,15
svarm,2048.0,9.434129550855495,15
svarm,4096.0,6.0123701044599205,15
svarm,8192.0,3.5671414302130824,15
permutation,512.0,1.1442530786098684,15
permutation,1024.0,0.6310268787690009,15
permutation,2048.0,0.2963720271594258,15
permutation,4096.0,0.17617488824105254,15
permutation,8192.0,0.126153155432606,15
regression,512.0,0.8647065220446808,15
regression,1024.0,0.4331103710858761,15
regression,2048.0,0.2283548959358359,15
regression,4096.0,0.12948632486152525,15
regression,8192.0,0.07469784943746324,15
