approximator,budget,error,seed
montecarlo,512.0,244.879617547186,21
montecarlo,1024.0,139.1651504932405,21
montecarlo,2048.0,90.51392267833494,21
montecarlo,4096.0,59.04480470593478,21
montecarlo,8192.0,32.80013321300329,21
svarm,512.0,315.824309086964,21
svarm,1024.0,81.64291196171102,21
svarm,2048.0,39.448872944973175,21
svarm,4096.0,24.911407492487633,21
svarm,8192.0,14.943557124613749,21
permutation,512.0,2.417379054134317,21
permutation,1024.0,1.454353736247105,21
permutation,2048.0,0.5797093276355586,21
permutation,4096.0,0.24789021892372473,21
permutation,8192.0,0.17319109274438807,21
regression,512.0,2.442667612713408,21
regression,1024.0,1.1297286300056024,21
regression,2048.0,0.5044352217796163,21
regression,4096.0,0.27846845438391943,21
regression,8192.0,0.1529326361880879,21
