approximator,budget,error,seed
montecarlo,32.0,11608.024892735213,22
montecarlo,64.0,5882.9392018660865,22
montecarlo,128.0,3639.243216520794,22
montecarlo,256.0,2276.739984640049,22
montecarlo,512.0,1015.7207444931391,22
svarm,32.0,3121.994920173556,22
svarm,64.0,4471.235607391068,22
svarm,128.0,4174.9652372300225,22
svarm,256.0,1871.7520933925923,22
svarm,512.0,506.67808167265775,22
permutation,32.0,960.6986032401536,22
permutation,64.0,1168.3739982979266,22
permutation,128.0,1172.5302265329426,22
permutation,256.0,1203.192388006712,22
permutation,512.0,1225.9945488669857,22
regression,32.0,18238.1421399857,22
regression,64.0,905.501190076858,22
regression,128.0,230.70262355779147,22
regression,256.0,135.9211895695575,22
regression,512.0,100.61574597040936,22
