approximator,budget,error,seed
montecarlo,512.0,52.82037191458594,18
montecarlo,1024.0,30.827513042223337,18
montecarlo,2048.0,19.186309935001038,18
montecarlo,4096.0,12.804213697454005,18
montecarlo,8192.0,7.084321135055465,18
svarm,512.0,66.88603118810079,18
svarm,1024.0,18.483736224223943,18
svarm,2048.0,9.285347400516619,18
svarm,4096.0,6.023431471225514,18
svarm,8192.0,3.5461025504906645,18
permutation,512.0,1.0926183821849447,18
permutation,1024.0,0.6576917121536072,18
permutation,2048.0,0.296076403650345,18
permutation,4096.0,0.1472580521897941,18
permutation,8192.0,0.10412118671601027,18
regression,512.0,0.8171833464114623,18
regression,1024.0,0.4135067656638939,18
regression,2048.0,0.21939876847634807,18
regression,4096.0,0.12726620181488635,18
regression,8192.0,0.07088224606607361,18
