approximator,budget,error,seed
montecarlo,32.0,12055.516257562622,4
montecarlo,64.0,6133.9375138370815,4
montecarlo,128.0,3770.4788906955046,4
montecarlo,256.0,2380.509132679969,4
montecarlo,512.0,1059.2851984052713,4
svarm,32.0,3276.034005213841,4
svarm,64.0,4707.473792002391,4
svarm,128.0,4367.658134274353,4
svarm,256.0,1950.166215364729,4
svarm,512.0,534.8108004360001,4
permutation,32.0,974.5202894781324,4
permutation,64.0,1202.1640204863027,4
permutation,128.0,1217.6481396544632,4
permutation,256.0,1230.9308778528057,4
permutation,512.0,1255.3242951938457,4
regression,32.0,48787.78573944363,4
regression,64.0,912.1111724091644,4
regression,128.0,246.03925240428927,4
regression,256.0,146.57890801721328,4
regression,512.0,107.03898911627185,4
