approximator,budget,error,seed
montecarlo,512.0,53.7259790241575,27
montecarlo,1024.0,30.512527294157202,27
montecarlo,2048.0,19.29089743788999,27
montecarlo,4096.0,12.527407825691766,27
montecarlo,8192.0,7.166319300162461,27
svarm,512.0,67.23132997491905,27
svarm,1024.0,18.593985828082705,27
svarm,2048.0,9.344258186982811,27
svarm,4096.0,5.929595656792967,27
svarm,8192.0,3.529542998358765,27
permutation,512.0,1.0404056135260722,27
permutation,1024.0,0.6789405721087208,27
permutation,2048.0,0.288013599224541,27
permutation,4096.0,0.17664226475632358,27
permutation,8192.0,0.11494511290468196,27
regression,512.0,0.8448375529839662,27
regression,1024.0,0.4153081490216674,27
regression,2048.0,0.21973693095850252,27
regression,4096.0,0.1277342302982266,27
regression,8192.0,0.07393599780789414,27
