approximator,budget,error,seed
montecarlo,32.0,11946.085014171176,5
montecarlo,64.0,6084.800457058365,5
montecarlo,128.0,3748.9705853268374,5
montecarlo,256.0,2349.0304773771445,5
montecarlo,512.0,1047.162080872458,5
svarm,32.0,3234.734480908473,5
svarm,64.0,4671.241008368772,5
svarm,128.0,4344.168506108463,5
svarm,256.0,1937.490233790694,5
svarm,512.0,515.751529762132,5
permutation,32.0,919.0450784191639,5
permutation,64.0,1133.2765088466722,5
permutation,128.0,1148.3955281865385,5
permutation,256.0,1162.0185281752747,5
permutation,512.0,1186.7326188492073,5
regression,32.0,14728.854734436929,5
regression,64.0,798.8839855588363,5
regression,128.0,223.0523857151409,5
regression,256.0,135.84809751885086,5
regression,512.0,105.28385698451505,5
