approximator,budget,error,seed
montecarlo,32.0,11632.204580659267,16
montecarlo,64.0,5915.628246966,16
montecarlo,128.0,3636.489312595005,16
montecarlo,256.0,2292.3664365298137,16
montecarlo,512.0,1026.99533321506,16
svarm,32.0,3158.5413322599093,16
svarm,64.0,4526.0575145254725,16
svarm,128.0,4195.910330667427,16
svarm,256.0,1879.445668414795,16
svarm,512.0,515.9245089196855,16
permutation,32.0,936.495637383097,16
permutation,64.0,1153.809893742126,16
permutation,128.0,1167.476168312726,16
permutation,256.0,1178.2157006972086,16
permutation,512.0,1203.8221055700653,16
regression,32.0,17276.35369001785,16
regression,64.0,919.4122931563477,16
regression,128.0,237.91401769518293,16
regression,256.0,141.5470016547575,16
regression,512.0,102.74196496368428,16
