approximator,budget,error,seed
montecarlo,32.0,11490.807665645432,21
montecarlo,64.0,5808.376398031869,21
montecarlo,128.0,3597.2627734146467,21
montecarlo,256.0,2255.1045179329303,21
montecarlo,512.0,1003.5493993577816,21
svarm,32.0,3125.985605096611,21
svarm,64.0,4466.5064859225995,21
svarm,128.0,4153.455925514742,21
svarm,256.0,1861.7473121428106,21
svarm,512.0,502.65307142497414,21
permutation,32.0,927.9623146873865,21
permutation,64.0,1149.571407200545,21
permutation,128.0,1155.978536876171,21
permutation,256.0,1173.3848166692026,21
permutation,512.0,1204.4676794058225,21
regression,32.0,15719.751260937754,21
regression,64.0,87654.81103284439,21
regression,128.0,243.7187578463623,21
regression,256.0,140.16589953734555,21
regression,512.0,101.5777193126923,21
