approximator,budget,error,seed
montecarlo,512.0,92.50779139509082,16
montecarlo,1024.0,55.360279421844936,16
montecarlo,2048.0,35.14425920510478,16
montecarlo,4096.0,23.010706245403824,16
montecarlo,8192.0,12.917756751087476,16
svarm,512.0,113.8204306141622,16
svarm,1024.0,39.66997934891607,16
svarm,2048.0,21.555208803391572,16
svarm,4096.0,13.76005139720592,16
svarm,8192.0,8.262010214820661,16
permutation,512.0,5.0195302031915645,16
permutation,1024.0,2.922656822745436,16
permutation,2048.0,1.6869952483888107,16
permutation,4096.0,0.8744123249931252,16
permutation,8192.0,0.5522640842853815,16
regression,512.0,3.070724331335989,16
regression,1024.0,1.5992400688234993,16
regression,2048.0,0.9010657221816801,16
regression,4096.0,0.5518171634201628,16
regression,8192.0,0.3181385823885449,16
