approximator,budget,error,seed
montecarlo,32.0,11744.014948903188,25
montecarlo,64.0,5999.378471303298,25
montecarlo,128.0,3669.601758293328,25
montecarlo,256.0,2323.774873535057,25
montecarlo,512.0,1035.3768324889097,25
svarm,32.0,3195.2241133757652,25
svarm,64.0,4581.194470898814,25
svarm,128.0,4254.400040355171,25
svarm,256.0,1902.2148555346369,25
svarm,512.0,518.5329675207286,25
permutation,32.0,949.729919921391,25
permutation,64.0,1166.6099216327711,25
permutation,128.0,1182.299920230731,25
permutation,256.0,1187.9486146936324,25
permutation,512.0,1230.4688119329967,25
regression,32.0,30029.52114462285,25
regression,64.0,858.3343717822017,25
regression,128.0,234.44885311326436,25
regression,256.0,139.84511232996957,25
regression,512.0,104.44120607263434,25
