approximator,budget,error,seed
montecarlo,512.0,248.41408168870808,26
montecarlo,1024.0,140.41538492521227,26
montecarlo,2048.0,89.51272183034934,26
montecarlo,4096.0,59.20846302312859,26
montecarlo,8192.0,33.110110624038676,26
svarm,512.0,314.571213362272,26
svarm,1024.0,81.34119170941065,26
svarm,2048.0,39.46666739464402,26
svarm,4096.0,24.77716207134971,26
svarm,8192.0,14.897173727379366,26
permutation,512.0,2.286969217721689,26
permutation,1024.0,1.1953062383682622,26
permutation,2048.0,0.6075799688957366,26
permutation,4096.0,0.24976009471007857,26
permutation,8192.0,0.1631448776070349,26
regression,512.0,2.4287839437138103,26
regression,1024.0,1.0570571308380277,26
regression,2048.0,0.54852369510762,26
regression,4096.0,0.28592262244322536,26
regression,8192.0,0.1497006336183661,26
