approximator,budget,error,seed
montecarlo,32.0,11276.780987589855,7
montecarlo,64.0,5686.484582112925,7
montecarlo,128.0,3482.2724090859824,7
montecarlo,256.0,2193.714568501768,7
montecarlo,512.0,985.5740895645658,7
svarm,32.0,3061.5450762362602,7
svarm,64.0,4375.492511540266,7
svarm,128.0,4061.081893143346,7
svarm,256.0,1813.1079395669778,7
svarm,512.0,491.7984622019657,7
permutation,32.0,925.2802736086986,7
permutation,64.0,1153.09993814384,7
permutation,128.0,1165.5996166439825,7
permutation,256.0,1173.0523107654735,7
permutation,512.0,1208.7606037246867,7
regression,32.0,19960.402443950235,7
regression,64.0,858.2992122553112,7
regression,128.0,224.4799771784679,7
regression,256.0,135.8622019016558,7
regression,512.0,100.90799028476319,7
