approximator,budget,error,seed
montecarlo,512.0,244.3028679727502,23
montecarlo,1024.0,139.41448725311005,23
montecarlo,2048.0,91.97039860113863,23
montecarlo,4096.0,58.391088403672896,23
montecarlo,8192.0,32.85696220665841,23
svarm,512.0,317.9477406209206,23
svarm,1024.0,80.33978836836707,23
svarm,2048.0,39.55713909194278,23
svarm,4096.0,24.865930097914898,23
svarm,8192.0,14.909524339797104,23
permutation,512.0,2.5992927951577935,23
permutation,1024.0,1.3761679126557045,23
permutation,2048.0,0.4315402952150215,23
permutation,4096.0,0.2394655037529572,23
permutation,8192.0,0.18965345508321324,23
regression,512.0,2.2706141494858043,23
regression,1024.0,1.0691747014428707,23
regression,2048.0,0.5279957238465345,23
regression,4096.0,0.28765529209764024,23
regression,8192.0,0.14440039564659504,23
