approximator,budget,error,seed
montecarlo,512.0,244.29664356267787,28
montecarlo,1024.0,139.64657523361922,28
montecarlo,2048.0,88.37833287762007,28
montecarlo,4096.0,59.81562965836644,28
montecarlo,8192.0,33.08689300762492,28
svarm,512.0,314.40586268888495,28
svarm,1024.0,81.1102069224985,28
svarm,2048.0,39.29439509305535,28
svarm,4096.0,25.0336666746305,28
svarm,8192.0,14.769404330268767,28
permutation,512.0,2.7510779508717054,28
permutation,1024.0,1.3829815353336534,28
permutation,2048.0,0.4460731268629954,28
permutation,4096.0,0.22444067714715096,28
permutation,8192.0,0.17936329991863073,28
regression,512.0,2.2345183217743956,28
regression,1024.0,1.046834348107749,28
regression,2048.0,0.5231827155075909,28
regression,4096.0,0.289271317981237,28
regression,8192.0,0.14644844295165116,28
