approximator,budget,error,seed
montecarlo,32.0,11660.346533609556,10
montecarlo,64.0,5936.425721714757,10
montecarlo,128.0,3649.8117447114314,10
montecarlo,256.0,2301.2326158941355,10
montecarlo,512.0,1021.3396275601106,10
svarm,32.0,3178.696140845658,10
svarm,64.0,4510.641175116633,10
svarm,128.0,4233.608268439773,10
svarm,256.0,1887.3751645180507,10
svarm,512.0,513.473471026076,10
permutation,32.0,969.9464189658663,10
permutation,64.0,1206.935094358995,10
permutation,128.0,1200.6870788267104,10
permutation,256.0,1232.2723812456625,10
permutation,512.0,1256.629645419764,10
regression,32.0,19695.666429432582,10
regression,64.0,913.9775243712498,10
regression,128.0,241.79278073783226,10
regression,256.0,142.31028312952236,10
regression,512.0,104.0723038669352,10
