approximator,budget,error,seed
montecarlo,32.0,12044.21786438108,14
montecarlo,64.0,6092.793228688385,14
montecarlo,128.0,3772.7825120735465,14
montecarlo,256.0,2361.140649513707,14
montecarlo,512.0,1052.1691388153772,14
svarm,32.0,3275.965431733793,14
svarm,64.0,4674.813899617752,14
svarm,128.0,4327.185119692763,14
svarm,256.0,1945.1037196071636,14
svarm,512.0,531.9366190529731,14
permutation,32.0,975.0099188101448,14
permutation,64.0,1186.9676452635722,14
permutation,128.0,1197.7193960886573,14
permutation,256.0,1202.1157000139463,14
permutation,512.0,1235.0787717774053,14
regression,32.0,22076.863357008704,14
regression,64.0,886.8986058362395,14
regression,128.0,236.28677507884143,14
regression,256.0,141.78451360742247,14
regression,512.0,103.15172965003545,14
