approximator,budget,error,seed
montecarlo,512.0,248.09834978617462,18
montecarlo,1024.0,140.79340748246747,18
montecarlo,2048.0,90.90052044830958,18
montecarlo,4096.0,59.11422064481023,18
montecarlo,8192.0,32.683595064298906,18
svarm,512.0,315.3093868134034,18
svarm,1024.0,81.1225447954252,18
svarm,2048.0,39.07707185125521,18
svarm,4096.0,24.851601676682755,18
svarm,8192.0,14.795917140925475,18
permutation,512.0,2.5454496472020596,18
permutation,1024.0,1.3931604325861247,18
permutation,2048.0,0.5902227782844628,18
permutation,4096.0,0.24229380560944092,18
permutation,8192.0,0.18199079564991685,18
regression,512.0,2.4323615194170944,18
regression,1024.0,1.0574610115574008,18
regression,2048.0,0.5413184750146393,18
regression,4096.0,0.28273422748488114,18
regression,8192.0,0.1472452671224395,18
