approximator,budget,error,seed
montecarlo,512.0,93.69249666356478,20
montecarlo,1024.0,54.61672865845923,20
montecarlo,2048.0,34.842010401688974,20
montecarlo,4096.0,23.080291783630663,20
montecarlo,8192.0,13.140048983965265,20
svarm,512.0,112.94016697113017,20
svarm,1024.0,39.394114711728065,20
svarm,2048.0,21.26470109437667,20
svarm,4096.0,13.748570444152929,20
svarm,8192.0,8.211845175688845,20
permutation,512.0,4.891139801642586,20
permutation,1024.0,3.0881236172786797,20
permutation,2048.0,1.614394500364325,20
permutation,4096.0,0.8762738241780513,20
permutation,8192.0,0.5968548953104313,20
regression,512.0,3.086635600463015,20
regression,1024.0,1.5660534835374837,20
regression,2048.0,0.8880861360055555,20
regression,4096.0,0.5652199272531035,20
regression,8192.0,0.3177073174409872,20
