approximator,budget,error,seed
montecarlo,32.0,11648.902733088147,17
montecarlo,64.0,5948.993763552563,17
montecarlo,128.0,3633.5589005873553,17
montecarlo,256.0,2288.8965393280214,17
montecarlo,512.0,1030.1656332224322,17
svarm,32.0,3176.0642411050662,17
svarm,64.0,4527.549607240572,17
svarm,128.0,4207.141112640436,17
svarm,256.0,1897.0557678709997,17
svarm,512.0,527.5050596454639,17
permutation,32.0,936.6682194518927,17
permutation,64.0,1143.6078455185134,17
permutation,128.0,1152.3910921348865,17
permutation,256.0,1170.7364281109408,17
permutation,512.0,1194.159229525222,17
regression,32.0,17263.366691481046,17
regression,64.0,917.6753347861649,17
regression,128.0,240.13882580840104,17
regression,256.0,140.42178836263355,17
regression,512.0,101.19782090647631,17
