approximator,budget,error,seed
montecarlo,512.0,53.64928110118378,22
montecarlo,1024.0,29.76673341274628,22
montecarlo,2048.0,19.20522946497937,22
montecarlo,4096.0,12.696256064399817,22
montecarlo,8192.0,7.11116688261731,22
svarm,512.0,66.77760657453497,22
svarm,1024.0,18.532316775005764,22
svarm,2048.0,9.378648405865704,22
svarm,4096.0,5.898073571370682,22
svarm,8192.0,3.4884596914013355,22
permutation,512.0,1.024894812912019,22
permutation,1024.0,0.6902588406784267,22
permutation,2048.0,0.2951779915772803,22
permutation,4096.0,0.16372326110785568,22
permutation,8192.0,0.11550944062904019,22
regression,512.0,0.9110182408148003,22
regression,1024.0,0.4181859513820112,22
regression,2048.0,0.22109370803634373,22
regression,4096.0,0.13649741414975394,22
regression,8192.0,0.07245970032294466,22
