approximator,budget,error,seed
montecarlo,512.0,52.70801973255802,14
montecarlo,1024.0,29.98327803700269,14
montecarlo,2048.0,19.168166999921638,14
montecarlo,4096.0,12.741970050849126,14
montecarlo,8192.0,6.9790676538787215,14
svarm,512.0,67.76773013347609,14
svarm,1024.0,18.61997996842097,14
svarm,2048.0,9.435734084050706,14
svarm,4096.0,5.954858573423176,14
svarm,8192.0,3.5504877485908124,14
permutation,512.0,1.0418591807856024,14
permutation,1024.0,0.6782886766337752,14
permutation,2048.0,0.28283569888172616,14
permutation,4096.0,0.1516373118646226,14
permutation,8192.0,0.11886217884611461,14
regression,512.0,0.8766200964959606,14
regression,1024.0,0.4096174938083621,14
regression,2048.0,0.2214576945296618,14
regression,4096.0,0.13420353918333072,14
regression,8192.0,0.07585336037028625,14
