approximator,budget,error,seed
montecarlo,32.0,11299.744235429316,15
montecarlo,64.0,5753.870260528382,15
montecarlo,128.0,3526.8191492167384,15
montecarlo,256.0,2225.932399517638,15
montecarlo,512.0,992.9643277487402,15
svarm,32.0,3076.5937795487353,15
svarm,64.0,4412.1258422322235,15
svarm,128.0,4096.177710803055,15
svarm,256.0,1825.7715096106583,15
svarm,512.0,504.8234508291893,15
permutation,32.0,918.9617422252458,15
permutation,64.0,1147.7498663582903,15
permutation,128.0,1151.1906440204443,15
permutation,256.0,1178.1264082511896,15
permutation,512.0,1180.171569669013,15
regression,32.0,25223.984384660467,15
regression,64.0,53598.58847579772,15
regression,128.0,232.26864191302906,15
regression,256.0,136.2165096837099,15
regression,512.0,99.89302319328199,15
