approximator,budget,error,seed
montecarlo,32.0,11568.825615711216,1
montecarlo,64.0,5913.221687751057,1
montecarlo,128.0,3633.1241669702044,1
montecarlo,256.0,2276.5180047393824,1
montecarlo,512.0,1013.6075720338887,1
svarm,32.0,3163.1729256225644,1
svarm,64.0,4507.630906155046,1
svarm,128.0,4204.552824313019,1
svarm,256.0,1871.4251452224635,1
svarm,512.0,508.8319914172356,1
permutation,32.0,951.6506825209542,1
permutation,64.0,1175.9099113354582,1
permutation,128.0,1173.205506963676,1
permutation,256.0,1198.6440664580025,1
permutation,512.0,1228.5890125120097,1
regression,32.0,19080.942020568495,1
regression,64.0,881.8452082497815,1
regression,128.0,239.50004978085946,1
regression,256.0,142.0916936751153,1
regression,512.0,100.96000740311855,1
