approximator,budget,error,seed
montecarlo,32.0,11877.054798335108,6
montecarlo,64.0,6028.233228381167,6
montecarlo,128.0,3699.3948583939473,6
montecarlo,256.0,2326.5355723872685,6
montecarlo,512.0,1045.6471094039498,6
svarm,32.0,3233.9191113221714,6
svarm,64.0,4621.418215634713,6
svarm,128.0,4268.436397643637,6
svarm,256.0,1921.2627101098997,6
svarm,512.0,540.7237783130524,6
permutation,32.0,929.5934667719631,6
permutation,64.0,1161.1463381644278,6
permutation,128.0,1149.5284637392174,6
permutation,256.0,1176.2399990959789,6
permutation,512.0,1205.2266454853627,6
regression,32.0,34366.298059242254,6
regression,64.0,436818.2734653651,6
regression,128.0,226.8367432385567,6
regression,256.0,138.24846174170182,6
regression,512.0,101.37728791611553,6
