approximator,budget,error,seed
montecarlo,32.0,10886.238324158148,24
montecarlo,64.0,5464.73427497756,24
montecarlo,128.0,3384.673585423556,24
montecarlo,256.0,2121.9926514340336,24
montecarlo,512.0,945.3961078008059,24
svarm,32.0,2928.6996034525823,24
svarm,64.0,4198.990796154965,24
svarm,128.0,3915.0916202033873,24
svarm,256.0,1749.8785139994307,24
svarm,512.0,471.2426078640402,24
permutation,32.0,953.9916211994678,24
permutation,64.0,1185.1340882016925,24
permutation,128.0,1200.0733871994394,24
permutation,256.0,1219.7059902702467,24
permutation,512.0,1239.5153849121302,24
regression,32.0,15191.659730941177,24
regression,64.0,889.5672245882427,24
regression,128.0,231.2312304921366,24
regression,256.0,136.40930198127037,24
regression,512.0,97.3712887342569,24
