approximator,budget,error,seed
montecarlo,512.0,93.57538048160947,6
montecarlo,1024.0,54.48203063066949,6
montecarlo,2048.0,34.79919401028971,6
montecarlo,4096.0,23.30426957848714,6
montecarlo,8192.0,13.171310416612881,6
svarm,512.0,112.32050006118145,6
svarm,1024.0,39.25812805898414,6
svarm,2048.0,21.3307396076082,6
svarm,4096.0,13.78068891104809,6
svarm,8192.0,8.199224962869462,6
permutation,512.0,4.903067477735842,6
permutation,1024.0,3.0650690518021606,6
permutation,2048.0,1.609655922220296,6
permutation,4096.0,0.8932759746069281,6
permutation,8192.0,0.5950610330018136,6
regression,512.0,3.0025728128822706,6
regression,1024.0,1.5879870117508748,6
regression,2048.0,0.9028090041660456,6
regression,4096.0,0.5594176337572594,6
regression,8192.0,0.31405262394458183,6
