"id","eventtime","status","x1","x2","x3"
1,29.4888017682649,1,-0.560475646552213,-0.995798724851333,-0.511603722189581
2,4.74802748342728,1,-0.23017748948328,-1.03995504376619,0.236937879127631
3,34.9188117408664,1,1.55870831414912,-0.0179802405766626,-0.541589171621698
4,70,0,0.070508391424576,-0.132175132856735,1.21922764704307
5,8.63503089117315,1,0.129287735160946,-2.54934277475043,0.174135875106149
6,6.7689472492434,1,1.71506498688328,1.04057345571938,-0.615268316096478
7,0.694861873455658,1,0.460916205989202,0.24972573598519,-1.80689296408533
8,70,0,-1.26506123460653,2.41620737314833,-0.643681105896039
9,56.6435501050009,1,-0.686852851893526,0.685198238051097,2.04601885213282
10,7.73555607291421,1,-0.445661970099958,-0.446959308961992,-0.560762421131065
11,9.76956732906943,1,1.22408179743946,2.7973911469581,-0.835999305852858
12,70,0,0.359813827057364,2.83222602391551,0.652947502777847
13,7.93275457841655,1,0.400771450594052,-1.21871181629018,0.441293124842934
14,3.70789633903087,1,0.11068271594512,0.469031955955424,0.751629056591275
15,52.2325659930273,1,-0.555841134754075,-0.21124691863215,-0.277975085155337
16,70,0,1.78691313680308,0.187051146554012,1.12265421625967
17,16.8431266907811,1,0.497850478229239,0.227542728568814,-1.17260886019801
18,22.5797682903074,1,-1.96661715662964,-1.26190046286905,-0.048876767973659
19,27.9258370230753,1,0.701355901563686,0.285589580242562,-0.704140337217957
20,70,0,-0.472791407727934,1.7492473631418,0.680758638017183
21,43.2948389998603,1,-1.06782370598685,-0.164090004134803,0.130006761402136
22,70,0,-0.217974914658295,-0.162926710698454,1.10970808177014
23,70,0,-1.02600444830724,1.39857200633747,2.05850086898135
24,13.3124657549115,1,-0.72889122929114,0.898396240682948,0.140655531724984
25,1.82444661701132,1,-0.625039267849257,-1.64849481838129,-0.534616652198382
26,70,0,-1.68669331074241,0.228556973262187,-0.823516726518704
27,70,0,0.837787044494525,1.65354723467773,-0.263033982230645
28,47.8909785228923,1,0.153373117836515,1.41527634991914,-0.0696018363603779
29,49.3396319130863,1,-1.13813693701195,0.41995160381423,1.99180191472057
30,2.08821790090367,1,1.25381492106993,0.721220807112894,-1.12910954273777
31,3.62362256447622,1,0.426464221476814,-1.19693521218868,-1.09321743652488
32,23.3883792923165,1,-0.295071482992271,0.300131566881373,-0.407966690317779
33,15.9998234581465,1,0.895125661045022,-0.954448935187822,0.587559463498313
34,32.7831987643207,1,0.878133487533042,-0.458018068096944,0.821111859737407
35,37.340656167316,1,0.821581081637487,0.935603683779603,-0.907934699241847
36,4.61524042731718,1,0.688640254100091,-1.13689311169114,0.127038606349588
37,2.25421242755951,1,0.553917653537589,0.266918250873058,-0.0428929778975765
38,42.0963364817432,1,-0.0619117105767217,0.428332039471543,1.19520647042577
39,70,0,-0.305962663739917,0.0549119698396297,1.08919223650205
40,70,0,-0.380471001012383,1.82218882183542,-0.312280694434521
41,19.237288540155,1,-0.694706978920513,-1.02234732857525,0.0459937666619196
42,70,0,-0.207917278019599,0.6061302614356,0.652722613401543
43,0.0397585746529005,1,-1.26539635156826,-0.0889305674506674,-1.65349263659697
44,5.64656328919679,1,2.16895596533851,-0.260832243833924,-0.310270965480046
45,70,0,1.20796199830499,0.464091233852381,0.574872884002481
